,Date,Total Users,Full Members,Guests,Daily Active Users,Daily Users Posting Messages,Weekly Active Users,Weekly Users Posting Messages,Messages in Public Channels,Messages in Private Channels,Messages in Shared Channels,Messages in DMs,% of Messages Posted in Public Channels,% of Messages Posted in Private Channels,% of Messages Posted in DMs,% of Messages Read in Public Channels,% of Messages Read in Private Channels,% of Messages Read in DMs,Files Uploaded,Messages from Users,Name,Public Workspace Channels,Messages Posted,Messages from Apps
0,2017-03-16,1.2911791193503637,0.9112877242655234,0.0,0.5335817196881557,1.017650020991898,1.541465064844807,0.7811575450589717,14.700143256355584,0.0,0.0,0.0,0.38542553207927505,0.0,0.0,0.1466486624620436,0.0,0.07015667282060048,0.0,7.766855628085685,0.0,0.8271322985546018,11.276198435027881,0.0
1,2017-03-17,13.772577273070546,9.720402392165584,0.0,5.691538343340327,6.614725136447336,16.442294025011275,5.077524042883316,98.30720802687796,0.0,0.0,4.777228991212219,0.3172437554544513,0.0,0.06699591214503939,0.1565320878010156,0.0,0.04809607598466096,0.0,63.1057019781962,0.0,1.2406984478319028,108.58561455952774,0.0
2,2017-03-18,16.785328551554727,11.846740415451807,0.0,5.335817196881556,5.0882501049594895,20.039045842982492,7.030417905530745,23.887732791577825,0.0,0.0,0.41541121662714947,0.35790614908881485,0.0,0.027040746903085427,0.16830315833986328,0.0,0.021822103897172616,0.0,13.59199734914995,0.0,1.6542645971092036,141.16129892738604,0.0
3,2017-03-19,18.937293750471998,13.365553289227678,0.0,6.225120063028482,3.052950062975694,22.6081542843905,8.592732995648689,3.675035814088896,0.0,0.0,1.6616448665085979,0.12846232984202238,0.0,0.25249392101242374,0.15927451573291052,0.0,0.04197475722297684,0.0,5.825141721064265,0.0,1.6542645971092036,159.53732600669076,0.0
4,2017-03-20,25.82358238700727,18.22575448531047,0.0,8.537307515010491,7.123550146943286,30.315479608614538,10.545626858296117,51.450501397244544,0.0,0.0,0.41541121662714947,0.37212835122254007,0.0,0.013065907117037078,0.17218529658111714,0.0,0.01315686045530808,0.31787743872058527,28.15485165181061,0.0,1.6542645971092036,216.75359213998038,0.0
5,2017-03-21,28.836333665491452,20.35209250859669,0.0,9.960192100845573,16.282400335870367,33.912231426585755,15.623150901179434,319.72811582573394,0.0,0.0,14.95480379857738,0.31936359588088736,0.0,0.06491294144522188,0.17042230719632756,0.0,0.017091993944962157,0.6357548774411705,203.87996023724926,0.0,1.6542645971092036,413.0429723052805,0.0
6,2017-03-22,30.557905824625273,21.56714280761739,0.0,8.359446941781105,7.632375157439234,35.96751817971216,16.404308446238407,143.32639674946697,0.0,0.0,3.53099534133077,0.3475382022758823,0.0,0.03722836723492014,0.17136612979626542,0.0,0.014985306319187753,0.31787743872058527,83.97912647867648,0.0,1.6542645971092036,494.0645462458512,0.0
7,2017-03-23,30.988298864408726,21.870905382372563,0.0,9.248749807928032,12.211800251902776,36.48133986799377,18.74778108141532,155.27026314525585,4.151848666989246,0.0,6.6465794660343915,0.2947349043810217,0.015115899998803252,0.05483893769701359,0.1533800764766948,0.05200370167246008,0.022338838597834264,0.6357548774411705,107.27969336293353,0.0,1.6542645971092036,593.0445102866515,0.0
8,2017-03-24,31.41869190419218,22.17466795712774,0.0,10.493773820533727,11.194150230910877,36.48133986799377,19.138359853944806,87.28210058461127,2.4911092001935473,0.0,10.177574807365161,0.23472414903627853,0.012844339335999669,0.1189565630568506,0.16050326591018813,0.016262975795751148,0.028976892060180035,0.31787743872058527,75.72684237383544,0.0,1.6542645971092036,661.1193378758938,0.0
9,2017-03-25,31.41869190419218,22.17466795712774,0.0,7.114422929175408,7.123550146943286,35.96751817971216,19.138359853944806,22.05021488453338,0.41518486669892457,0.0,0.6231168249407241,0.31897817034880804,0.011524829833341708,0.039159849156569095,0.1656319623023033,0.0330302299107504,0.006956044047368321,0.0,14.077425825905305,0.0,1.6542645971092036,673.6484472481471,0.0
